ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
otter,How do sea otters insulate themselves?,a layer of air trapped in their fur(!),hard,hard,S08_set1_a7
otter,Why are sea otters nearly extinct?,They've been hunted for their fur,hard,hard,S08_set1_a7
otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,hard,hard,S08_set1_a7
otter,Is otter a kind of mammal?,yes,easy,easy,S08_set1_a7
otter,How many species and genera does otter have?,13 species and 7 genera,easy,easy,S08_set1_a7
otter,Do otters live in water?,yes,easy,hard,S08_set1_a7
otter,Where do sea otters live?,Sea otters (Enhydra lutris) live along the Pacific coast of North America. ,medium,easy,S08_set1_a7
otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. ",medium,easy,S08_set1_a7
otter,Does otter give birth or lay egg?,give birth,hard,too hard,S08_set1_a7
otter,What drives sea otter almost to extinction?,Humans hunted them almost to extinction. ,hard,medium,S08_set1_a7
otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. ",hard,hard,S08_set1_a7
otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,S08_set1_a7
otter,Are otters totem animals?,Yes,easy,easy,S08_set1_a7
otter,Are otters herbivores?,No,easy,easy,S08_set1_a7
otter,What is the primary item in an otter's diet?,Fish.,medium,medium,S08_set1_a7
otter,What is an otter's den called?,Holt,medium,medium,S08_set1_a7
otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",medium,hard,S08_set1_a7
otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.  ,hard,hard,S08_set1_a7
otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",hard,hard,S08_set1_a7
otter,What animals are related to otters?,"weasels, polecats, and badgers",hard,hard,S08_set1_a7
penguin,Do penguins feed on krill?,yes,easy,easy,S08_set1_a3
penguin,What is the largest living species of penguin?,Emperor Penguin,easy,medium,S08_set1_a3
penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,S08_set1_a3
penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,medium,hard,S08_set1_a3
penguin,Why are penguins countershaded?,for camouflage,medium,hard,S08_set1_a3
penguin,Are penguins afraid of humans?,no,medium,medium,S08_set1_a3
penguin,How much time to penguins spend on land?,half of their life,hard,hard,S08_set1_a3
penguin,How many species of penguins are there?,between 17 and 20 living species,hard,medium,S08_set1_a3
penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,hard,hard,S08_set1_a3
penguin,Are penguins birds?,yes,easy,easy,S08_set1_a3
penguin,Do penguins have a better than average sense of hearing for birds?,yes,easy,easy,S08_set1_a3
penguin,"Are penguins considered ""higher waterbirds""?",yes,easy,easy,S08_set1_a3
penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,S08_set1_a3
penguin,How tall were the tallest prehistoric penguins?,1.80 meters,medium,medium,S08_set1_a3
penguin,What makes penguins so agile in the water?,Their wings have become flippers,hard,hard,S08_set1_a3
penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,hard,hard,S08_set1_a3
polar_bear,What is the last word on the page?,Connecticut,easy,too easy,S08_set1_a4
polar_bear,Is polar bear a mammal?,Yes,easy,easy,S08_set1_a4
polar_bear,Is polar bear a carnivore?,Yes,easy,easy,S08_set1_a4
polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,S08_set1_a4
polar_bear,What is polar bear's skin color?,white or cream,medium,easy,S08_set1_a4
polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4
polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,S08_set1_a4
polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard,S08_set1_a4
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium,S08_set1_a4
polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,S08_set1_a4
polar_bear,Is a polar bear white in color?,yes,easy,medium,S08_set1_a4
polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,S08_set1_a4
polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,S08_set1_a4
polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,S08_set1_a4
polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium,S08_set1_a4
polar_bear,Do female polar bears weight more than the male?,no,hard,medium,S08_set1_a4
polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium,S08_set1_a4
polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,hard,easy,S08_set1_a4
Qatar,Does Qatar rank as the eighth richest country in the world per capita?,No.,easy,easy,S08_set2_a3
Qatar,Do nearly all Qataris profess Islam?,Yes.,easy,easy,S08_set2_a3
Qatar,Can women legally drive in Qatar?,Yes.,easy,easy,S08_set2_a3
Qatar,When did Qatar become an independent state?,"September 3, 1971.",medium,medium,S08_set2_a3
Qatar,Where is Qatar's telecommunication system centered?,Doha.,medium,medium,S08_set2_a3
Qatar,Where did a suicide-bombing kill a teacher in 2005?,At the Doha Players Theatre.,medium,medium,S08_set2_a3
Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,Yes.,hard,hard,S08_set2_a3
Qatar,What is the Arabic word for municipalities?,baladiyah.,hard,hard,S08_set2_a3
Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.",hard,hard,S08_set2_a3
Romania,Does Romania border Hungary?,Yes.,easy,medium,S08_set2_a7
Romania,Is Romania a secular state?,Yes.,easy,easy,S08_set2_a7
Romania,Is the president elected by popular vote?,Yes.,easy,easy,S08_set2_a7
Romania,How many counties is Romania divided into?,41,medium,medium,S08_set2_a7
Romania,What is the highest mountain in Romania?,Moldoveanu Peak.,medium,medium,S08_set2_a7
Romania,What is the official language of Romania?,Romanian.,medium,medium,S08_set2_a7
Romania,Is the Romanian economy doing well?,Yes.,hard,too hard,S08_set2_a7
Romania,Are there many Roma in Romania?,No.,hard,too hard,S08_set2_a7
Romania,How many territories joined to form Romania?,2,hard,too hard,S08_set2_a7
Romania,Does Romania share a border with Ukraine?,yes,easy,easy,S08_set2_a7
Romania,Did Romania declare neutrality during World War I?,yes,easy,easy,S08_set2_a7
Romania,Does Romania share the same language with Moldova?,yes,easy,easy,S08_set2_a7
Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia ComÄƒneci,medium,medium,S08_set2_a7
Romania,What is the largest city in Romania?,Bucharest,medium,medium,S08_set2_a7
Romania,What is the largest ethnic minority in Romania?,Hungarians,medium,medium,S08_set2_a7
Romania,How many countries in Europe are bigger than Romania?  ,eleven,hard,hard,S08_set2_a7
Romania,Why doesn't Romania have a state religion?  ,Romania is a secular state,hard,hard,S08_set2_a7
Romania,Why wasn't Romania neutral during World War II?,it received a Soviet ultimatum,hard,hard,S08_set2_a7
Singapore,Do singaporeans enjoy squid?,"Yes, they do.",easy,easy,S08_set2_a2
Singapore,Did Singapore's standard of living decrease since independence?,"No, the standard living was raised.",easy,medium,S08_set2_a2
Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,"No, it contributed 1.56% to GDP in 2001.",easy,medium,S08_set2_a2
Singapore,How many people use the bus network daily?,More than 2.78 million people.,medium,easy,S08_set2_a2
Singapore,Where did Orang Laut people live?,"Orang Laut people lived around the coast, rivers and smaller islands.",medium,easy,S08_set2_a2
Singapore,What is the MRT?,One of three heavy rail passenger transport lines in Singapore.,medium,medium,S08_set2_a2
Singapore,How is Singapore's climate characterized?,Singapore has a tropical rainforest climate with no distinctive seasons.,hard,medium,S08_set2_a2
Singapore,How much increase in the media's contribution to GDP is the government seeking?,The government seeks to increase its GDP contribution to 3% by 2012. ,hard,medium,S08_set2_a2
Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,Six days,hard,medium,S08_set2_a2
Singapore,Is Singapore located at the southern tip of the Korean Penisula?,no,easy,easy,S08_set2_a2
Singapore,Is Singapore a city-state?,yes,easy,easy,S08_set2_a2
Singapore,Has Sang Nila Utama visited Singapore?,yes,easy,hard,S08_set2_a2
Singapore,"What does ""singa"" mean?",lion,medium,medium,S08_set2_a2
Singapore,When is the first record of S08_settlement in Singapore?,second century AD,medium,easy,S08_set2_a2
Singapore,Which nation invaded Singapore during World War II?,Japan,medium,hard,S08_set2_a2
Singapore,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?",The British were defeated in six days,hard,hard,S08_set2_a2
Singapore,Was Lee Kuan Yew a successful leader of Singapore?,yes,hard,too hard,S08_set2_a2
Singapore,When did Goh Chok Tong succeed Lee as Prime Minister?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister.",easy,medium,S08_set2_a2
Singapore,What is the primary domestic source of water supply?,The primary domestic source of water supply in Singapore is rainfall.,easy,medium,S08_set2_a2
Singapore,What is the national language of Singapore?,The national language of Singapore is Malay.,easy,medium,S08_set2_a2
Singapore,Where is the National Orchid Garden?,Singapore Botanic Gardens.,medium,medium,S08_set2_a2
Singapore,Why are relations with Malaysia and Indonesia important?,"Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",medium,medium,S08_set2_a2
Singapore,What is the most densely populated independent country in the world?,Monaco,medium,hard,S08_set2_a2
Singapore,Who did Sir Thomas Stamford Raffles work for?,British East India Company,hard,hard,S08_set2_a2
Singapore,When was Lee Kuan Yew prime minister of Singapore?,1959,hard,medium,S08_set2_a2
Singapore,What is the punishment for first-degree murder?,There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.,hard,hard,S08_set2_a2
Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,medium,medium,S08_set3_a7
Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,Roosevelt took up exercise,medium,hard,S08_set3_a7
Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies,medium,medium,S08_set3_a7
Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie as a child and Bye as an adult,hard,medium,S08_set3_a7
Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,Noting that his children had been educated with other races and there was nothing wrong with it,hard,too hard,S08_set3_a7
Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,mixing of the races on social occassions,hard,hard,S08_set3_a7
Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,No,easy,easy,S08_set3_a7
Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,yes,easy,hard,S08_set3_a7
Theodore_Roosevelt,Did Roosevelt study biology?,yes,easy,easy,S08_set3_a7
Theodore_Roosevelt,Where was Theodore Roosevelt from?,Gramercy section of New York City,medium,hard,S08_set3_a7
Theodore_Roosevelt,Who was Roosevelt's presidential hero?,Lincoln was Roosevelt's presidential hero.,medium,medium,S08_set3_a7
Theodore_Roosevelt,When did Roosevelt die?,"On January 6, 1919, Roosevelt died in his sleep.",medium,medium,S08_set3_a7
Theodore_Roosevelt,Who helped to fund Roosevelt's African safari?,Financed by Andrew Carnegie and his own proposed writings,hard,hard,S08_set3_a7
Theodore_Roosevelt,Did Roosevelt support racial integration in schools?,yes,hard,too hard,S08_set3_a7
Theodore_Roosevelt,Was Roosevelt's family rich?,yes,hard,hard,S08_set3_a7
turtle,Are turtles ectothermic?,Yes,easy,easy,S08_set1_a9
turtle,Does the mother care for the young?,No,easy,medium,S08_set1_a9
turtle,Are turtles pets?,Yes,easy,medium,S08_set1_a9
turtle,What shape are the eggs of the larest species of turtle?,Spherical,medium,medium,S08_set1_a9
turtle,How often do turtles breed?,Every few years or more,medium,medium,S08_set1_a9
turtle,What do all turtles and tortoises breathe?,air,medium,easy,S08_set1_a9
turtle,How do turtles reproduce?,They lay eggs,hard,too hard,S08_set1_a9
turtle,What has been discovered about turtles organs?,They do not gradually break down or become less efficient over time,hard,hard,S08_set1_a9
turtle,What suborder of turtle draws its head into its shell?,Pleurodira,hard,hard,S08_set1_a9
turtle,Do sea turtles lay eggs on dry sandy beaches?,Yes,easy,easy,S08_set1_a9
turtle,Are Pleurodira known as side-necked turtles?,Yes,easy,easy,S08_set1_a9
turtle,Are turtles a part of the Flying Spaghetti Monster?,*shrug*,easy,easy,S08_set1_a9
turtle,How many suborders are turtles divided into?,Three.,medium,medium,S08_set1_a9
turtle,Name a turtle popularly kept as a pet.,Russian Tortoises,medium,hard,S08_set1_a9
turtle,Name four related articles for the article on turtles.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",medium,medium,S08_set1_a9
turtle,"If a turtle egg was kept warm, what would likely hatch?",A female turtle.,hard,hard,S08_set1_a9
turtle,What do turles use to breathe in the water?,Papillae,hard,hard,S08_set1_a9
turtle,Why are side-necked turtles called side-necked turtles?,Because of the way they withdraw their heads into their shells.,hard,medium,S08_set1_a9
turtle,Do turtles lay eggs underwater?,No,easy,easy,S08_set1_a9
turtle,Are turtle eggs leathery and soft?,Yes,easy,easy,S08_set1_a9
turtle,Are turtles being examined for longevity genes?,Yes,easy,easy,S08_set1_a9
turtle,What suborder of turtles is extinct?,Paracryptodira,medium,medium,S08_set1_a9
turtle,What do turtle eggs preared to eat consist mainly of?,Yolk,medium,medium,S08_set1_a9
turtle,Where do sea turtles lay their eggs?,Holes Dug into the Mud or Sand,medium,medium,S08_set1_a9
turtle,What is the smallest suborder of turtles?,Pleurodira,hard,medium,S08_set1_a9
turtle,What are turtle eggs covered in when they incubate?,Mud or Sand,hard,hard,S08_set1_a9
turtle,What type of creatures breathe air and don't lay eggs underwater?,Amniotes,hard,hard,S08_set1_a9
Ulysses_S._Grant,Was Ulysses Grant a general in the American Civil War?,Yes,easy,easy,S08_set3_a5
Ulysses_S._Grant,Was Grant's father-in-law a Democrat?,Yes,easy,easy,S08_set3_a5
Ulysses_S._Grant,Did Ulysses win the Battle of Champion Hill?,Yes,easy,easy,S08_set3_a5
Ulysses_S._Grant,Who was Grant's brother in law?,Fred Dent,medium,medium,S08_set3_a5
Ulysses_S._Grant,Where was Grant born?,"Point Pleasant, Ohio",medium,medium,S08_set3_a5
Ulysses_S._Grant,What was Grant's political affiliation?,Republican,medium,hard,S08_set3_a5
Ulysses_S._Grant,"Why did Grant say ""Damn, I had nothing to do with this batte.""?",It went well.,hard,hard,S08_set3_a5
Ulysses_S._Grant,Did Horace Greenley lose in the presidential elections of 1872?,Yes,hard,hard,S08_set3_a5
Ulysses_S._Grant,Why did Grant think that war was unjust?,He thought it was designed to gain land open to slavery.,hard,medium,S08_set3_a5
Uruguay,Is Uruguay located in the northwesten part of Africa?,No.,easy,easy,S08_set2_a9
Uruguay,Is Uruguay's capital Montevideo?,Yes.,easy,easy,S08_set2_a9
Uruguay,Does Uruguay have cold summers?,No.,easy,easy,S08_set2_a9
Uruguay,Who founded Montevideo?,The Spanish.,medium,medium,S08_set2_a9
Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado.",medium,medium,S08_set2_a9
Uruguay,Who heavily influenced the architecture and culture of Montevideo?,European immigrants.,medium,medium,S08_set2_a9
Uruguay,What are poor neighborhoods called informally?,Cantegriles.,hard,hard,S08_set2_a9
Uruguay,Is uruguay's landscape mountainous?,No.,hard,easy,S08_set2_a9
Uruguay,What religion do most Uruguayans profess?,None.,hard,hard,S08_set2_a9
Uruguay,Is Uruguay located in South America?,Yes. It's located in the southeastern part,easy,easy,S08_set2_a9
Uruguay,Can citizens propose changes to the Constitution?,Yes. People are allowed to challenge laws.,easy,medium,S08_set2_a9
Uruguay,Did Uruguay host the first ever World Cup?,"Yes, in 1930.",easy,easy,S08_set2_a9
Uruguay,How many square kilometres of continental land is Uruguay?,176.215 kmï¿½ï¿½ ,medium,medium,S08_set2_a9
Uruguay,How much of the population is of white European descent?,88%,medium,easy,S08_set2_a9
Uruguay,Why was the capital of Uruguay founded?,For a military stronghold.,hard,medium,S08_set2_a9
Uruguay,How many times has Uruguay won the World Cup?,Twice. ,hard,hard,S08_set2_a9
Uruguay,How much is the average income of an African woman compared to a European man?,African women earns 0.65 * 0.718  = 46.67% of a European man earns in average,hard,hard,S08_set2_a9
Uruguay,Does Uruguay recognize same-sex civil unions?,Yes,easy,easy,S08_set2_a9
Uruguay,Does Uruguay border French Guiana?,No,easy,easy,S08_set2_a9
Uruguay,Is Uruguay's warmest month June?,No,easy,easy,S08_set2_a9
Uruguay,What does a citizen use to propose changes to the Constitution?,Referendum,medium,medium,S08_set2_a9
Uruguay,What religions are found in Uruguay?,"Roman Catholic, Protestant, Jewish, and nonprofessing.",medium,hard,S08_set2_a9
Uruguay,What has Uruguay done to be competitive in agriculture?,"Labeling as ""Natural"" or ""Ecological""",hard,too hard,S08_set2_a9
Uruguay,What are the names of Uruguay's political parties?,Partido Colorado and Partido Blanco,hard,too hard,S08_set2_a9
Uruguay,Is Uruguay the smallest soverign nation in South America?,No,hard,hard,S08_set2_a9
Woodrow_Wilson,Was Woodrow Wilson the thirtieth President of the United States?,no,easy,easy,S08_set3_a8
Woodrow_Wilson,Did Woodrow Wilson create the League of Nations?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Did the U.S. join the League of Nations?,no,easy,easy,S08_set3_a8
Woodrow_Wilson,Where was the League of Nations created?,Paris,medium,medium,S08_set3_a8
Woodrow_Wilson,When was Woodrow Wilson born?,"December 28, 1856",medium,medium,S08_set3_a8
Woodrow_Wilson,Who was President when Wilson finished Congressional Government?,Grover Cleveland,medium,medium,S08_set3_a8
Woodrow_Wilson,What field did Woodrow Wilson leave law practice to study?,history and political science,hard,hard,S08_set3_a8
Woodrow_Wilson,What caused Wilson to ask Congress to declare war on the Central Powers?,German began unrestricted submarine warfare,hard,hard,S08_set3_a8
Woodrow_Wilson,What was more damaging than moving students into colleges?,His confrontation with Andrew Fleming West,hard,too hard,S08_set3_a8
Woodrow_Wilson,Was Wilson a member of the Phi Kappa Psi fraternity?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Was Wilson an automobile enthusiast?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Did Wilson's father own slaves?,yes,easy,easy,S08_set3_a8
Woodrow_Wilson,Where is Wilson buried?,He was buried in Washington National Cathedral,medium,medium,S08_set3_a8
Woodrow_Wilson,Where did Wilson attend law school?,Wilson attended law school at University of Virginia,medium,medium,S08_set3_a8
Woodrow_Wilson,Where was Woodrow Wilson born?,"Woodrow Wilson was born in Staunton, Virginia",medium,medium,S08_set3_a8
Woodrow_Wilson,Did Wilson support desegregation?,no,hard,hard,S08_set3_a8
Woodrow_Wilson,Did Wilson support the committee system?,no,hard,hard,S08_set3_a8
Woodrow_Wilson,Did Wilson have any siblings?,yes,hard,hard,S08_set3_a8
